,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,TotalCharges
520,1,67,0,2,2,0,1,1,105.4,6989.45
521,0,29,0,0,0,0,0,1,51.6,1442.0
522,1,55,0,0,0,0,0,0,85.5,4713.4
523,0,23,0,0,0,0,0,0,75.6,1758.6
524,0,34,0,0,2,0,0,1,100.05,3480.0
525,0,52,2,0,2,0,1,0,91.25,4738.3
526,1,72,2,2,2,2,2,1,115.75,8399.15
527,1,58,0,2,0,2,1,1,94.7,5430.35
528,1,35,1,1,1,1,2,0,19.6,686.95
529,0,56,0,2,2,2,2,1,99.9,5706.3
530,1,24,1,1,1,1,2,1,21.1,490.65
531,1,70,1,1,1,1,2,0,20.05,1360.25
532,0,2,0,0,0,0,0,1,79.95,174.45
533,1,68,0,0,2,2,1,1,107.15,7379.8
534,0,1,0,0,0,0,0,1,85.0,85.0
535,0,12,0,0,2,0,0,1,89.55,1021.75
536,0,63,0,2,0,0,0,1,81.55,5029.05
537,1,33,2,2,2,0,1,1,58.45,1955.4
538,0,69,0,2,0,0,1,1,95.65,6744.2
539,1,60,0,2,2,2,2,1,80.6,4946.7
540,1,72,2,2,2,2,2,1,113.1,8248.5
541,0,11,0,0,0,0,0,1,58.95,601.6
542,0,1,1,1,1,1,0,0,19.55,19.55
543,0,10,0,0,0,0,0,1,86.05,834.1
544,0,13,2,0,0,2,0,1,45.55,597.0
545,1,34,0,0,0,0,1,1,78.95,2647.2
546,1,39,0,2,0,0,0,1,86.3,3266.0
547,0,65,0,2,0,2,1,1,105.05,6744.25
548,0,50,2,2,2,0,1,1,101.9,5265.5
549,0,15,1,1,1,1,0,0,19.75,311.6
550,1,72,2,2,2,0,2,1,110.3,7966.9
551,1,72,2,2,2,2,2,1,115.6,8220.4
552,1,55,1,1,1,1,2,0,19.35,1153.25
553,1,23,1,1,1,1,2,1,25.6,514.75
554,0,32,0,2,0,0,0,1,80.35,2596.15
555,1,56,2,0,2,0,1,1,68.75,3808.0
556,0,1,1,1,1,1,0,0,19.9,19.9
557,0,38,2,2,0,2,1,0,70.6,2708.2
558,0,11,0,0,0,0,0,0,70.2,760.05
559,0,1,0,0,0,2,0,1,49.3,49.3
560,0,56,0,2,0,2,1,1,107.25,6033.3
561,0,3,1,1,1,1,0,1,23.6,89.05
562,1,7,2,0,0,0,0,0,69.7,516.15
563,1,59,0,0,2,0,2,1,99.5,5861.75
564,0,7,0,0,2,2,0,0,64.3,445.95
565,1,71,2,0,2,2,2,1,70.85,4973.4
566,1,15,2,0,0,2,1,0,101.9,1667.25
567,0,71,2,2,0,2,2,0,73.5,5357.75
568,0,35,0,0,2,0,0,1,100.25,3527.6
569,0,11,0,2,2,2,1,1,40.4,422.6
570,1,60,1,1,1,1,2,1,19.25,1103.25
571,0,47,0,2,0,2,2,0,59.6,2754.0
572,0,11,0,0,2,2,1,0,64.9,697.25
573,0,56,0,2,0,0,1,0,100.3,5614.45
574,0,28,0,2,2,2,0,1,110.85,3204.4
575,0,61,2,2,0,2,2,1,81.05,4747.65
576,1,31,2,0,2,0,1,0,98.05,3082.1
577,0,9,0,0,0,0,0,1,70.5,597.9
578,0,35,2,2,0,0,0,1,94.55,3365.4
579,0,2,1,1,1,1,0,1,19.65,38.8
580,1,12,1,1,1,1,0,0,19.0,233.55
581,0,1,2,0,0,0,0,0,75.3,75.3
582,0,4,0,0,2,0,0,1,89.2,346.2
583,1,1,1,1,1,1,0,1,19.0,19.0
584,0,3,1,1,1,1,0,1,20.0,61.7
585,0,1,0,0,0,0,0,1,85.7,85.7
586,0,52,2,2,0,0,2,1,63.25,3342.45
587,1,5,1,1,1,1,1,0,20.1,85.1
588,0,72,2,2,2,0,2,1,99.15,7422.1
589,1,71,2,2,2,2,2,0,90.4,6668.05
590,0,72,2,0,2,2,2,1,111.9,8071.05
591,1,46,1,1,1,1,1,0,24.9,1174.8
592,1,63,2,2,2,0,2,0,83.5,5435.0
593,0,30,2,2,2,0,0,1,84.3,2438.6
594,0,1,0,0,0,0,0,0,45.6,45.6
595,0,12,2,0,2,2,0,1,61.65,713.75
596,0,16,2,2,2,2,2,0,54.85,916.15
597,0,4,0,0,0,2,0,0,65.55,237.2
598,0,51,0,2,0,0,1,1,90.35,4614.55
599,0,65,1,1,1,1,2,1,20.4,1414.45
600,0,16,0,0,0,2,0,1,74.55,1170.5
601,0,2,1,1,1,1,1,0,19.95,47.7
602,1,66,0,0,0,0,1,1,74.25,4859.25
603,0,46,0,2,2,2,2,0,108.65,4903.2
604,0,32,2,0,2,2,1,1,109.55,3608.0
605,0,72,2,0,2,2,2,0,86.65,6094.25
606,1,38,2,0,2,2,2,0,81.0,3084.9
607,1,51,0,0,0,2,1,0,47.85,2356.75
608,1,72,2,2,2,2,2,0,114.55,8306.05
609,0,65,2,0,2,0,0,0,105.25,6786.4
610,1,9,0,2,0,0,0,1,29.95,248.95
611,1,9,2,2,2,2,0,0,65.0,663.05
612,1,66,1,1,1,1,2,0,20.55,1357.1
613,0,44,2,2,2,0,1,1,109.8,4860.35
614,0,50,0,0,2,2,2,0,69.5,3418.2
615,0,15,0,0,0,0,0,0,48.85,631.4
616,0,8,0,0,0,0,0,1,25.25,186.3
617,0,66,0,0,2,2,1,1,102.85,6976.75
618,0,57,2,2,0,2,0,1,87.55,4884.85
619,0,7,0,2,0,0,0,1,78.55,522.95
620,1,10,0,0,0,0,0,1,34.55,362.6
621,0,62,2,2,2,0,1,1,92.05,5755.8
622,1,40,0,0,2,0,1,1,85.05,3355.65
623,0,20,1,1,1,1,2,0,19.7,406.95
624,0,7,1,1,1,1,0,0,20.0,137.6
625,0,25,0,0,0,2,0,1,95.15,2395.7
626,0,23,0,2,2,0,0,0,84.25,1968.1
627,0,66,0,2,2,0,1,0,104.6,6819.45
628,0,72,0,2,2,2,2,0,111.65,7943.45
629,0,49,0,2,0,0,0,0,90.05,4547.25
630,1,43,0,2,2,2,0,1,110.75,4687.9
631,0,46,2,0,0,0,0,0,55.0,2473.95
632,1,72,2,2,2,2,2,0,89.85,6562.9
633,0,10,1,1,1,1,1,0,20.35,176.3
634,0,40,2,0,0,2,1,1,54.55,2236.2
635,1,65,0,2,2,0,0,1,105.5,6985.65
636,0,31,0,0,2,2,2,0,99.45,3109.9
637,0,68,2,2,2,2,2,0,70.9,4911.35
638,1,56,2,0,2,0,1,1,104.55,5794.65
639,0,10,0,0,0,0,0,1,85.25,855.3
640,1,68,1,1,1,1,2,0,25.4,1620.2
641,1,43,0,0,0,0,0,0,56.15,2499.3
642,0,1,0,0,0,0,0,1,89.55,89.55
643,0,49,0,2,2,0,1,1,89.85,4287.2
644,1,15,1,1,1,1,0,1,25.25,394.85
645,0,20,0,0,0,0,0,1,94.55,1899.65
646,0,1,0,0,0,0,0,1,45.7,45.7
647,1,50,0,0,2,2,1,1,69.65,3442.15
648,0,2,0,2,0,0,0,0,89.5,161.5
649,0,24,0,0,0,0,0,0,70.0,1732.6
650,0,3,0,0,0,0,0,1,69.55,222.3
651,0,1,0,0,2,0,0,1,74.6,74.6
652,1,35,1,1,1,1,2,0,20.1,655.3
653,0,17,1,1,1,1,0,0,24.8,475.25
654,0,8,1,1,1,1,0,0,19.65,164.3
655,0,10,0,0,0,2,0,1,95.1,865.1
656,1,68,2,2,2,2,2,1,88.85,6132.7
657,0,45,2,2,2,0,1,0,78.8,3597.5
658,1,2,1,1,1,1,1,0,19.85,35.9
659,0,37,1,1,1,1,0,0,20.35,697.65
660,0,4,0,0,0,0,0,1,24.25,96.05
661,0,10,0,0,0,0,0,0,45.25,428.7
662,0,1,1,1,1,1,0,0,20.05,20.05
663,1,65,2,2,0,0,2,1,69.55,4459.15
664,1,57,1,1,1,1,2,0,19.5,1167.6
665,0,3,0,0,2,0,0,1,74.75,238.1
666,0,2,0,0,0,0,0,0,69.65,145.15
667,0,49,0,0,2,0,0,1,30.2,1453.1
668,0,4,0,0,0,0,0,0,45.65,191.05
669,0,70,0,2,2,2,2,0,57.8,4039.3
670,1,53,1,1,1,1,1,1,19.85,1039.45
671,1,53,1,1,1,1,2,0,25.55,1336.1
672,0,1,0,0,0,0,0,1,75.05,75.05
673,0,22,1,1,1,1,0,1,24.85,493.4
674,0,52,0,2,0,0,0,1,49.15,2550.9
675,0,65,2,0,2,2,2,1,110.35,7246.15
676,0,48,1,1,1,1,1,0,24.55,1203.95
677,0,2,0,0,0,0,0,1,34.7,62.25
678,0,3,0,2,2,0,0,0,107.95,313.6
679,0,45,0,2,0,0,0,0,81.4,3775.85
680,1,1,0,0,0,0,0,0,80.0,80.0
681,1,61,0,0,2,2,2,1,73.8,4616.05
682,0,3,2,0,0,2,0,1,64.4,195.65
683,0,40,0,0,2,2,1,1,103.75,4188.4
684,0,1,0,0,0,0,0,0,71.1,71.1
685,0,1,0,0,0,2,0,1,49.9,49.9
686,0,51,1,1,1,1,1,1,24.6,1266.4
687,0,2,2,0,0,0,0,1,49.25,91.1
688,0,52,0,2,0,0,1,0,30.1,1623.4
689,0,51,0,0,0,0,0,0,83.4,4149.45
690,0,1,1,1,1,1,0,1,20.45,20.45
691,1,31,2,2,0,2,1,1,75.25,2344.5
692,1,47,1,1,1,1,1,0,20.55,1013.05
693,0,3,0,0,0,0,0,1,75.1,270.7
694,0,22,1,1,1,1,1,1,20.05,417.0
695,0,1,1,1,1,1,0,1,20.65,20.65
696,0,72,0,2,2,2,2,1,85.15,6316.2
697,1,3,0,0,2,0,0,1,50.15,168.15
698,1,47,0,2,0,0,1,1,84.95,4018.05
699,1,72,2,0,2,2,2,1,66.5,4811.6
700,1,66,0,0,2,0,2,1,63.3,4189.7
701,0,35,0,0,0,0,0,0,83.15,2848.45
702,0,29,0,0,0,0,0,1,84.9,2516.2
703,0,2,1,1,1,1,0,1,20.55,33.6
704,0,4,0,2,0,0,0,0,49.25,208.45
705,0,25,2,2,0,0,0,1,79.85,2015.35
706,0,65,2,2,0,2,2,1,59.6,3739.8
707,0,27,0,2,0,2,1,1,104.65,2964.0
708,0,29,0,0,2,0,0,1,75.3,2263.4
709,1,29,0,2,2,0,0,0,80.1,2211.8
710,0,1,1,1,1,1,0,0,19.55,19.55
711,0,20,0,0,2,2,0,1,81.0,1683.7
712,0,58,1,1,1,1,2,1,24.7,1519.0
713,1,14,2,0,0,2,0,1,86.0,1164.05
714,0,72,1,1,1,1,2,0,25.4,1710.9
715,0,46,2,0,0,0,0,1,89.15,4245.55
716,0,71,0,2,2,2,2,0,58.25,4145.9
717,0,32,0,0,0,0,0,1,85.65,2664.3
718,0,26,0,0,2,0,0,1,50.35,1277.5
719,0,68,0,0,2,0,0,1,80.35,5589.3
720,1,2,1,1,1,1,1,0,20.2,34.75
721,1,61,1,1,1,1,2,0,20.55,1305.95
722,1,4,0,0,0,0,0,1,85.95,381.3
723,0,3,0,0,0,0,0,1,45.35,141.5
724,0,33,0,0,0,0,0,1,94.5,3105.55
725,0,9,1,1,1,1,0,1,21.25,204.55
726,0,22,1,1,1,1,2,0,26.25,605.9
727,1,5,0,0,0,0,0,1,80.85,356.1
728,0,30,2,2,2,0,0,0,91.7,2758.15
729,0,65,0,2,2,2,2,1,74.2,4805.65
730,0,45,0,0,2,2,0,1,87.25,3941.7
731,0,5,1,1,1,1,0,0,20.35,92.75
732,1,25,0,2,0,0,0,1,75.5,1901.05
733,1,72,2,0,0,0,2,0,79.05,5730.7
734,0,27,0,0,2,0,0,0,90.15,2423.4
735,1,32,0,0,2,0,0,0,50.6,1653.45
736,0,30,0,2,2,2,1,0,110.45,3327.05
737,0,70,2,2,2,2,2,0,101.0,7085.5
738,0,42,0,2,0,0,0,1,79.35,3344.1
739,0,72,2,2,2,2,2,1,89.85,6697.35
740,0,47,2,0,2,2,2,1,65.0,2879.9
741,0,2,2,0,2,0,0,1,80.45,137.1
742,0,10,2,0,0,0,0,0,98.55,1008.55
743,1,61,1,1,1,1,2,1,24.1,1551.6
744,0,5,0,0,0,0,0,1,44.05,202.15
745,0,72,0,2,2,2,2,1,110.8,7882.25
746,1,72,2,2,2,2,2,1,114.95,8196.4
747,0,3,0,0,2,0,0,0,75.05,202.9
748,0,48,1,1,1,1,2,0,19.25,855.1
749,0,63,0,0,2,2,1,1,90.05,5817.0
750,0,27,2,2,0,0,0,1,56.7,1652.95
751,1,70,2,2,2,0,2,1,80.15,5600.15
752,1,7,2,0,2,2,0,1,71.35,515.75
753,1,0,1,1,1,1,2,0,20.25,1397.475
754,0,2,2,2,0,0,0,0,90.35,190.5
755,0,20,0,0,2,0,0,1,98.55,1842.8
756,0,66,1,1,1,1,2,0,19.7,1253.8
757,0,3,1,1,1,1,0,0,19.85,57.2
758,1,15,0,2,0,0,0,1,85.9,1269.55
759,1,72,2,2,0,2,2,1,90.35,6563.4
760,0,1,1,1,1,1,0,0,20.8,20.8
761,0,22,0,0,0,0,0,0,89.25,1907.85
762,0,3,0,0,0,0,0,1,70.3,208.85
763,1,72,2,0,2,2,2,0,66.85,4758.8
764,1,65,1,1,1,1,2,0,19.9,1292.6
765,0,11,0,0,0,0,0,1,35.8,363.15
766,0,22,0,2,0,0,0,1,78.85,1600.25
767,0,14,1,1,1,1,1,0,20.4,275.7
768,0,41,0,0,0,2,0,1,74.25,3089.1
769,0,17,2,2,0,0,1,0,64.8,1175.6
770,0,11,1,1,1,1,0,1,20.45,237.3
771,0,15,0,0,0,0,0,1,93.35,1444.65
772,0,1,1,1,1,1,0,0,19.9,19.9
773,0,5,2,0,2,0,0,1,88.9,454.15
774,0,33,0,0,2,0,1,1,95.8,3036.75
775,0,72,2,2,2,0,2,1,110.65,8065.65
776,1,3,0,2,0,0,0,0,40.3,92.5
777,0,2,0,2,0,0,0,1,82.0,184.65
778,0,59,2,2,2,2,1,1,107.0,6152.3
779,0,2,0,0,0,0,0,0,45.35,89.5
780,1,71,0,2,0,2,2,1,73.35,5154.5
781,1,5,0,0,0,0,0,0,44.8,220.45
782,1,27,2,2,0,0,0,1,54.75,1510.3
783,0,1,0,0,0,2,0,1,52.2,52.2
784,1,63,2,2,0,2,1,1,40.6,2588.95
785,0,46,2,2,2,0,1,1,110.0,4874.8
786,1,72,2,0,0,0,2,0,55.3,3983.6
787,0,34,2,0,0,2,0,1,60.85,2003.6
788,1,24,2,2,0,0,1,0,78.4,1832.4
789,0,72,2,2,2,2,2,0,69.65,4908.25
790,1,60,2,0,2,2,2,0,59.85,3590.2
791,0,68,2,2,2,0,1,1,76.9,5023.0
792,1,8,1,1,1,1,2,1,19.85,146.6
793,1,34,2,0,2,2,2,0,67.65,2339.3
794,0,6,0,0,0,0,0,0,45.0,298.7
795,0,2,0,2,0,2,0,1,64.2,143.65
796,0,31,0,0,0,2,1,0,81.7,2548.65
797,1,20,1,1,1,1,0,1,25.55,507.4
798,1,1,1,1,1,1,0,0,20.0,20.0
799,0,62,0,0,2,0,1,1,96.75,6125.4
800,0,70,0,0,0,0,2,1,75.65,5411.4
801,0,10,0,0,0,2,0,1,98.5,1058.25
802,1,39,1,1,1,1,2,1,23.8,903.8
803,0,46,0,2,0,2,2,1,64.2,3009.5
804,0,6,0,2,0,0,0,1,85.35,489.45
805,1,72,0,0,2,0,2,1,76.8,5468.45
806,0,18,0,0,2,2,0,0,55.2,1058.1
807,0,71,2,0,2,2,2,1,108.55,7616.0
808,0,40,0,2,0,0,0,1,101.3,4113.1
809,0,1,0,0,0,0,0,1,69.55,69.55
810,0,58,0,2,2,0,1,1,103.25,6017.65
811,0,70,2,0,0,2,2,1,104.0,7250.15
812,0,42,1,1,1,1,2,0,25.25,1108.2
813,1,34,2,0,0,0,1,0,30.4,938.65
814,0,5,1,1,1,1,0,0,20.05,94.15
815,0,25,0,0,0,0,0,1,84.6,2088.05
816,0,2,0,0,2,0,0,1,86.2,178.7
817,1,55,0,2,2,2,1,1,103.7,5656.75
818,0,21,0,2,2,2,0,1,111.2,2317.1
819,0,70,2,2,0,2,2,1,88.0,5986.45
820,0,61,0,0,2,2,0,1,106.35,6751.35
821,1,43,2,0,2,2,2,1,79.15,3566.6
822,0,47,0,2,2,0,1,1,103.1,4889.3
823,0,5,0,0,2,2,0,1,63.95,318.1
824,0,62,1,1,1,1,2,1,25.8,1563.95
825,1,16,0,2,2,0,0,1,89.45,1430.25
826,0,7,0,0,0,0,0,1,95.6,644.35
827,1,14,1,1,1,1,0,0,25.55,372.45
828,1,60,0,2,2,0,1,0,90.95,5453.4
829,1,34,0,0,2,2,0,1,44.85,1442.6
830,0,50,2,2,0,2,1,0,108.55,5610.7
831,1,38,1,1,1,1,2,0,25.05,963.95
832,1,70,2,2,2,2,1,0,74.1,5222.3
833,1,37,0,2,0,0,0,1,88.8,3340.55
834,0,4,0,0,0,0,0,1,78.85,292.8
835,1,60,2,2,0,0,0,1,93.25,5774.55
836,1,62,2,0,2,2,1,0,71.4,4487.3
837,0,1,0,0,0,0,0,0,44.4,44.4
838,0,36,2,0,2,2,0,1,79.2,2854.95
839,0,44,1,1,1,1,2,0,20.4,905.55
840,0,55,0,0,2,0,1,1,100.0,5509.3
841,0,72,2,0,2,0,2,1,105.0,7589.8
842,1,12,1,1,1,1,1,0,19.8,229.6
843,0,13,2,0,0,0,0,1,30.85,394.1
844,0,1,0,0,0,0,0,1,89.9,89.9
845,1,15,1,1,1,1,1,0,20.55,295.95
846,0,65,2,2,2,2,2,1,84.85,5459.2
847,1,12,2,0,0,2,1,0,33.15,444.75
848,0,72,2,2,2,2,2,1,92.0,6782.15
849,1,72,2,2,2,2,2,0,89.8,6510.45
850,1,72,2,2,2,2,2,1,115.8,8476.5
851,1,52,2,2,0,2,2,1,85.15,4461.85
852,0,2,1,1,1,1,0,0,24.85,62.0
853,0,5,2,0,0,2,0,1,64.35,352.65
854,0,68,1,1,1,1,2,0,20.5,1424.9
855,1,62,0,0,2,0,1,1,100.15,6413.65
856,0,72,2,2,0,2,2,0,86.05,6309.65
857,0,1,0,2,0,0,0,0,50.8,50.8
858,0,66,2,2,0,2,1,0,89.0,5898.6
859,1,72,2,2,2,2,2,1,64.8,4719.75
860,0,26,1,1,1,1,1,0,19.8,457.3
861,1,64,2,0,2,0,2,0,93.4,5822.3
862,0,20,0,2,0,0,0,1,73.65,1463.5
863,0,3,0,2,0,0,0,1,95.1,307.4
864,0,22,0,0,0,0,0,1,94.65,2104.55
865,0,4,0,0,2,2,0,1,80.6,319.15
866,0,62,0,0,0,2,2,1,39.0,2337.45
867,0,5,1,1,1,1,0,1,20.5,104.3
868,0,59,0,0,0,0,1,0,85.55,5084.65
869,1,3,1,1,1,1,2,1,26.4,121.25
870,0,72,2,0,2,2,2,1,98.2,7015.9
871,1,57,0,2,2,0,1,1,97.55,5598.0
872,1,66,1,1,1,1,2,0,19.95,1269.1
873,0,60,0,2,0,0,0,1,50.8,3027.4
874,1,45,0,0,2,0,2,0,99.7,4634.35
875,0,3,0,0,0,0,0,1,34.8,113.95
876,0,15,2,0,2,2,0,0,105.1,1582.75
877,1,51,2,0,2,2,1,0,60.15,3077.0
878,0,60,2,0,2,2,1,0,64.75,4039.5
879,0,33,0,2,0,0,0,1,54.65,1665.2
880,0,10,2,2,2,2,0,1,110.1,1043.3
881,0,26,1,1,1,1,1,0,19.3,504.2
882,0,6,0,0,2,0,0,0,83.9,497.55
883,0,67,2,0,2,2,1,1,111.25,7511.65
884,1,49,2,0,0,2,1,1,35.8,1782.0
885,0,1,1,1,1,1,0,1,20.05,20.05
886,0,7,0,0,2,0,0,1,84.35,609.65
887,0,27,2,2,2,0,1,1,110.5,2857.6
888,1,37,0,0,0,0,1,0,91.2,3247.55
889,1,63,2,2,2,0,0,1,100.55,6215.35
890,1,31,2,0,2,2,0,0,89.3,2823.0
891,1,50,0,2,2,0,0,1,103.85,5017.9
892,0,32,0,0,2,0,0,1,81.1,2619.25
893,0,1,0,0,0,0,0,0,24.6,24.6
894,0,63,0,0,0,2,1,1,81.2,4965.1
895,0,30,2,2,0,0,0,1,94.3,2679.7
896,0,71,2,2,2,2,2,1,116.1,8310.55
897,0,53,0,2,2,0,2,0,105.55,5682.25
898,0,12,2,0,0,2,0,1,98.9,1120.95
899,0,50,2,2,0,0,0,1,94.4,4914.9
900,0,2,1,1,1,1,0,0,19.5,27.55
901,0,9,0,0,2,0,0,0,98.3,923.5
902,0,17,2,0,0,0,0,0,93.85,1625.65
903,0,56,2,2,2,0,1,1,105.6,6068.65
904,1,67,2,2,2,0,2,0,81.35,5398.6
905,0,9,0,0,2,0,0,1,100.5,918.6
906,0,4,0,0,0,0,0,1,56.4,234.85
907,0,19,0,2,0,2,1,1,65.35,1231.85
908,1,8,1,1,1,1,0,0,19.95,170.9
909,0,71,0,2,2,2,2,1,111.25,7984.15
910,0,10,0,2,0,0,0,1,72.85,688.65
911,0,15,0,2,0,0,0,0,89.0,1288.3
912,1,72,2,0,2,0,1,1,106.1,7848.5
913,0,12,1,1,1,1,1,0,20.05,267.0
914,1,72,1,1,1,1,2,1,25.2,1798.9
915,0,1,0,0,0,0,0,1,73.55,73.55
916,0,23,2,0,0,0,0,1,75.4,1643.55
917,0,72,2,2,2,2,2,1,65.55,4807.45
918,0,26,0,0,2,0,0,1,80.7,2193.0
919,0,21,0,2,2,2,1,1,104.55,2239.4
920,0,60,1,1,1,1,1,0,24.15,1505.9
921,0,12,1,1,1,1,0,0,20.45,255.35
922,0,16,0,0,0,0,0,1,75.4,1189.4
923,0,63,2,2,0,0,1,1,79.7,4786.15
924,0,22,2,2,0,0,0,0,81.7,1820.9
925,1,32,2,2,2,2,0,0,76.3,2404.15
926,0,3,0,2,0,0,0,1,79.4,205.05
927,0,13,0,2,2,0,0,1,81.15,952.3
928,1,68,0,2,0,2,2,1,103.75,7039.45
929,1,30,0,0,2,0,1,0,86.45,2538.05
930,0,16,0,2,0,0,0,0,75.1,1212.85
931,0,33,0,2,0,2,2,0,80.6,2651.1
932,0,72,1,1,1,1,2,0,19.3,1304.8
933,0,4,0,0,0,0,0,1,84.6,360.1
934,0,12,2,0,0,2,1,1,33.6,435.45
935,0,4,0,0,0,0,0,1,83.25,308.05
936,1,0,2,2,2,0,2,0,80.85,1397.475
937,0,6,2,0,0,0,0,1,79.05,434.5
938,0,65,0,2,2,2,1,1,108.05,7118.9
939,0,15,1,1,1,1,0,0,19.9,320.45
940,1,24,1,1,1,1,1,0,21.05,531.55
941,1,13,0,2,0,0,0,0,30.15,382.2
942,0,24,0,0,0,0,0,1,79.85,2001.0
943,0,72,2,2,2,2,2,0,65.5,4919.7
944,1,54,2,2,0,0,0,1,104.1,5645.8
945,0,3,0,0,0,0,0,0,74.4,215.8
946,1,4,1,1,1,1,0,1,20.5,77.6
947,1,32,0,0,2,0,0,1,91.35,2896.55
948,0,35,0,0,2,0,0,1,99.05,3395.8
949,1,35,1,1,1,1,2,0,20.5,759.35
950,0,2,0,0,0,0,0,0,44.95,85.15
951,0,8,0,2,0,0,0,0,75.6,535.55
952,0,22,2,0,0,2,0,0,55.1,1253.15
953,0,15,2,0,2,2,0,0,58.95,955.15
954,0,22,0,0,0,0,0,1,95.1,2162.6
955,0,1,0,0,0,0,0,0,44.7,44.7
956,1,71,1,1,1,1,2,0,25.45,1813.35
957,0,4,2,0,2,0,0,0,56.75,245.15
958,0,25,2,2,2,2,0,0,81.75,2028.8
959,1,32,0,2,0,0,0,1,86.1,2723.75
960,0,7,2,0,0,0,0,0,29.8,220.45
961,0,17,1,1,1,1,1,1,20.5,365.8
962,0,8,2,0,0,0,0,0,60.9,551.95
963,0,56,2,0,2,2,2,0,73.25,4054.2
964,0,1,0,0,0,0,0,1,45.7,45.7
965,0,8,2,0,0,2,0,0,100.3,832.35
966,0,7,1,1,1,1,0,0,19.25,112.3
967,1,3,1,1,1,1,0,0,20.85,60.65
968,0,71,2,2,2,2,2,0,77.35,5550.1
969,0,2,0,0,0,0,0,1,96.0,174.8
970,0,1,0,0,0,0,0,0,90.55,90.55
971,0,49,2,2,0,0,0,1,93.85,4733.1
972,0,58,0,2,2,2,2,0,70.1,4048.95
973,0,44,0,2,0,0,0,1,30.35,1359.7
974,1,59,0,2,0,2,2,1,75.95,4542.35
975,0,71,2,0,2,2,2,1,108.05,7532.15
976,0,1,0,0,0,0,0,1,69.9,69.9
977,0,11,0,0,0,0,0,0,75.25,888.65
978,0,62,0,2,2,0,1,1,103.75,6383.35
979,1,35,2,0,0,2,1,1,54.95,1916.0
980,0,20,1,1,1,1,0,1,19.5,413.0
981,1,40,1,1,1,1,2,0,19.6,808.95
982,0,39,2,0,0,0,1,1,47.85,1886.4
983,0,1,0,0,0,0,0,1,86.6,86.6
984,1,72,1,1,1,1,2,0,23.75,1679.25
985,0,33,0,2,0,0,0,1,80.6,2656.5
986,0,12,0,0,0,0,0,0,43.8,540.95
987,0,1,1,1,1,1,0,0,19.75,19.75
988,1,27,1,1,1,1,0,0,19.15,537.35
989,1,34,1,1,1,1,1,0,19.6,678.8
990,0,56,2,0,2,0,2,0,80.3,4513.65
991,0,58,1,1,1,1,2,0,24.35,1423.85
992,1,22,1,1,1,1,2,0,25.25,555.4
993,1,10,1,1,1,1,2,0,26.1,225.55
994,0,13,1,1,1,1,2,0,20.0,268.45
995,0,35,0,2,0,2,0,0,85.3,2917.5
996,0,34,0,0,0,0,0,1,70.0,2416.1
997,0,4,0,0,0,0,0,1,94.3,424.45
998,0,72,1,1,1,1,2,0,20.7,1492.1
999,0,2,0,0,0,2,0,0,70.3,132.4
1000,0,7,0,0,2,0,0,1,95.35,660.9
1001,0,27,0,0,0,0,0,1,75.5,1893.95
1002,1,4,0,0,0,0,0,1,69.55,284.9
1003,0,37,1,1,1,1,2,0,19.85,784.25
1004,0,21,1,1,1,1,0,0,20.0,417.7
1005,0,53,0,0,0,0,1,1,95.85,5016.25
1006,0,18,0,0,0,2,0,1,90.1,1612.75
1007,0,2,0,0,0,0,0,0,68.95,119.75
1008,1,32,2,0,0,0,0,1,99.55,3204.65
1009,0,23,1,1,1,1,1,1,20.75,485.2
1010,0,3,2,0,0,0,0,1,50.15,160.85
1011,1,71,2,2,0,2,2,0,58.65,4145.25
1012,0,9,0,0,0,2,0,1,95.9,827.45
1013,0,1,0,2,0,0,0,0,49.5,49.5
1014,1,18,0,0,2,0,0,0,57.45,990.85
1015,1,12,0,0,0,0,1,0,53.65,696.35
1016,0,71,2,2,2,2,2,1,80.1,5585.4
1017,0,64,1,1,1,1,1,1,24.4,1601.2
1018,0,4,0,0,0,2,0,1,40.05,162.45
1019,0,23,1,1,1,1,0,1,19.5,470.2
1020,1,39,2,0,0,0,0,0,51.05,2066.0
1021,0,28,2,0,0,2,1,0,54.35,1426.45
1022,0,5,0,2,0,0,0,1,84.7,392.5
1023,0,45,0,0,2,0,0,1,86.1,3861.45
1024,0,37,0,0,0,0,0,1,70.35,2552.9
1025,0,60,2,2,2,2,2,1,110.0,6668.35
1026,0,8,0,0,2,0,0,1,100.6,819.4
1027,0,47,2,0,2,0,1,0,94.9,4615.25
1028,1,26,0,0,0,0,0,1,83.75,2070.6
1029,1,3,2,0,0,2,0,1,88.3,273.75
1030,1,50,0,0,0,0,0,1,69.75,3557.7
1031,1,27,0,0,0,2,0,0,71.6,1957.1
1032,0,8,0,0,2,0,0,1,92.1,729.95
1033,0,62,1,1,1,1,2,0,23.65,1416.75
1034,0,71,2,0,2,2,2,0,81.85,5924.4
1035,0,66,1,1,1,1,2,0,25.1,1697.7
1036,1,68,2,2,2,2,2,1,114.7,7849.85
1037,0,13,0,0,2,0,0,0,49.15,649.4
1038,0,56,0,0,0,0,1,1,80.9,4557.5
1039,0,38,2,2,0,0,0,1,79.45,3013.05
1040,0,14,0,0,0,0,0,0,90.45,1266.1
1041,1,16,1,1,1,1,1,1,19.3,360.35
